Pcode,Locality,State,Comments,Category,Longitude,Latitude
0200,"AUSTRALIAN NATIONAL UNIVERSITY",ACT,"PO BOXES","Post Office Boxes",,
0800,"DARWIN CITY",NT,,"Delivery Area",130.8434,-12.4633
0801,DARWIN,NT,"GPO BOXES","Post Office Boxes",,
0803,"WAGAIT BEACH",NT,"PO BOXES","Post Office Boxes",,
0804,PARAP,NT,"PO BOXES","Post Office Boxes",,
0810,ALAWA,NT,,"Delivery Area",130.8738,-12.3798
0810,BRINKIN,NT,,"Delivery Area",130.8659,-12.3656
0810,CASUARINA,NT,,"Delivery Area",130.8813,-12.3742
0810,"COCONUT GROVE",NT,,"Delivery Area",130.8491,-12.3960
0810,JINGILI,NT,,"Delivery Area",130.8720,-12.3892
0810,"LEE POINT",NT,,"Delivery Area",130.8880,-12.3363
0810,LYONS,NT,,"Delivery Area",130.8890,-12.3585
0810,MILLNER,NT,,"Delivery Area",130.8627,-12.3916
0810,MOIL,NT,,"Delivery Area",130.8816,-12.3894
0810,MUIRHEAD,NT,,"Delivery Area",130.8955,-12.3583
0810,NAKARA,NT,,"Delivery Area",130.8775,-12.3706
0810,NIGHTCLIFF,NT,,"Delivery Area",130.8408,-12.3902
0810,"RAPID CREEK",NT,,"Delivery Area",130.8482,-12.3718
0810,TIWI,NT,,"Delivery Area",130.8747,-12.3574
0810,WAGAMAN,NT,,"Delivery Area",130.8847,-12.3811
0810,WANGURI,NT,,"Delivery Area",130.8875,-12.3715
0811,CASUARINA,NT,"PO BOXES","Post Office Boxes",,
0812,ANULA,NT,,"Delivery Area",130.8905,-12.3902
0812,"BUFFALO CREEK",NT,,"Delivery Area",130.9177,-12.3481
0812,HOLMES,NT,,"Delivery Area",130.9239,-12.3876
0812,KARAMA,NT,,"Delivery Area",130.9155,-12.4003
0812,LEANYER,NT,,"Delivery Area",130.9036,-12.3677
0812,MALAK,NT,,"Delivery Area",130.9039,-12.3927
0812,MARRARA,NT,,"Delivery Area",130.8953,-12.3989
0812,WULAGI,NT,,"Delivery Area",130.8951,-12.3830
0813,KARAMA,NT,"PO BOXES","Post Office Boxes",,
0814,NIGHTCLIFF,NT,"PO BOXES","Post Office Boxes",,
0815,"CHARLES DARWIN UNIVERSITY",NT,"PO BOXES","Post Office Boxes",,
0820,BAYVIEW,NT,,"Delivery Area",130.8569,-12.4392
0820,"CHARLES DARWIN",NT,,"Delivery Area",,
0820,COONAWARRA,NT,,"Delivery Area",130.9072,-12.4340
0820,"DARWIN DC",NT,,"Delivery Area",,
0820,"EAST POINT",NT,,"Delivery Area",130.8255,-12.4083
0820,EATON,NT,,"Delivery Area",130.8822,-12.4107
0820,"FANNIE BAY",NT,,"Delivery Area",130.8366,-12.4275
0820,LARRAKEYAH,NT,,"Delivery Area",130.8250,-12.4553
0820,LUDMILLA,NT,,"Delivery Area",130.8467,-12.4117
0820,PARAP,NT,,"Delivery Area",130.8442,-12.4340
0820,"STUART PARK",NT,,"Delivery Area",130.8481,-12.4463
0820,"THE GARDENS",NT,,"Delivery Area",130.8316,-12.4463
0820,"THE NARROWS",NT,,"Delivery Area",130.8595,-12.4271
0820,WINNELLIE,NT,,"Delivery Area",130.8834,-12.4295
0820,WOOLNER,NT,,"Delivery Area",130.8505,-12.4349
0821,WINNELLIE,NT,"PO BOXES","Post Office Boxes",,
0822,"ACACIA HILLS",NT,,"Delivery Area",131.1419,-12.7703
0822,ANGURUGU,NT,,"Delivery Area",136.4613,-13.9802
0822,ANINDILYAKWA,NT,,"Delivery Area",136.5593,-13.9514
0822,"BATHURST ISLAND",NT,,"Delivery Area",,
0822,"BEES CREEK",NT,,"Delivery Area",131.0550,-12.5727
0822,BELYUEN,NT,,"Delivery Area",130.6831,-12.5381
0822,"BLACK JUNGLE",NT,,"Delivery Area",131.2104,-12.5213
0822,BLACKMORE,NT,,"Delivery Area",130.9212,-12.6955
0822,BURRUNDIE,NT,,"Delivery Area",131.8610,-13.3898
0822,BYNOE,NT,,"Delivery Area",130.6359,-12.7912
0822,"BYNOE HARBOUR",NT,,"Delivery Area",130.5335,-12.6362
0822,"CAMP CREEK",NT,,"Delivery Area",130.9346,-13.1857
0822,"CHANNEL ISLAND",NT,,"Delivery Area",130.8601,-12.5526
0822,"CHARLES DARWIN",NT,,"Delivery Area",130.8760,-12.4510
0822,CHARLOTTE,NT,,"Delivery Area",130.7940,-12.8444
0822,CLARAVALE,NT,,"Delivery Area",131.6560,-14.3680
0822,COBOURG,NT,,"Delivery Area",132.1604,-11.3341
0822,"COLLETT CREEK",NT,,"Delivery Area",130.9266,-12.9036
0822,"COOMALIE CREEK",NT,,"Delivery Area",131.1759,-13.0013
0822,"COX PENINSULA",NT,,"Delivery Area",130.7174,-12.5676
0822,DALY,NT,,"Delivery Area",131.2476,-12.7423
0822,"DALY RIVER",NT,,"Delivery Area",130.5195,-13.4289
0822,"DARWIN RIVER DAM",NT,,"Delivery Area",131.0445,-12.8959
0822,DOUGLAS-DALY,NT,,"Delivery Area",131.5256,-13.8592
0822,"EAST ARM",NT,,"Delivery Area",130.9014,-12.4774
0822,"EAST ARNHEM",NT,,"Delivery Area",135.7788,-12.6347
0822,ELRUNDIE,NT,,"Delivery Area",130.9409,-12.4891
0822,"EVA VALLEY",NT,,"Delivery Area",131.0034,-13.1315
0822,"FINNISS VALLEY",NT,,"Delivery Area",130.9517,-13.0644
0822,FLEMING,NT,,"Delivery Area",131.2967,-13.8520
0822,"FLY CREEK",NT,,"Delivery Area",131.0688,-12.7975
0822,"FREDS PASS",NT,,"Delivery Area",131.0537,-12.5410
0822,GALIWINKU,NT,,"Delivery Area",135.5865,-12.0061
0822,"GLYDE POINT",NT,,"Delivery Area",131.0786,-12.1818
0822,"GOULBURN ISLAND",NT,,"Delivery Area",,
0822,GUNBALANYA,NT,,"Delivery Area",133.0047,-12.3549
0822,"GUNN POINT",NT,,"Delivery Area",131.0173,-12.1817
0822,"HIDDEN VALLEY",NT,,"Delivery Area",130.9081,-12.4491
0822,HOTHAM,NT,,"Delivery Area",131.3928,-12.3842
0822,HUGHES,NT,,"Delivery Area",131.1008,-12.6867
0822,KAKADU,NT,,"Delivery Area",132.4390,-12.7756
0822,KOOLPINYAH,NT,,"Delivery Area",131.2164,-12.3709
0822,"LAKE BENNETT",NT,,"Delivery Area",131.1989,-12.9267
0822,"LAMBELLS LAGOON",NT,,"Delivery Area",131.2273,-12.5786
0822,"LITCHFIELD PARK",NT,,"Delivery Area",130.8767,-13.2777
0822,LIVINGSTONE,NT,,"Delivery Area",131.0551,-12.7457
0822,"LLOYD CREEK",NT,,"Delivery Area",131.1607,-12.6777
0822,MANDORAH,NT,,"Delivery Area",130.7606,-12.4423
0822,MANINGRIDA,NT,,"Delivery Area",134.2309,-12.0522
0822,MAPURU,NT,,"Delivery Area",,
0822,MARANUNGA,NT,,"Delivery Area",130.7100,-13.7096
0822,"MARGARET RIVER",NT,,"Delivery Area",131.3659,-13.2341
0822,MARRAKAI,NT,,"Delivery Area",131.4466,-12.7217
0822,"MCMINNS LAGOON",NT,,"Delivery Area",131.0671,-12.5391
0822,"MICKETT CREEK",NT,,"Delivery Area",130.9523,-12.3651
0822,"MIDDLE POINT",NT,,"Delivery Area",131.3267,-12.6043
0822,MILIKAPITI,NT,,"Delivery Area",130.6593,-11.4170
0822,MILINGIMBI,NT,,"Delivery Area",134.9145,-12.1001
0822,MILYAKBURRA,NT,,"Delivery Area",136.2014,-13.7783
0822,MINJILANG,NT,,"Delivery Area",132.5724,-11.1449
0822,"MOUNT BUNDEY",NT,,"Delivery Area",131.7503,-13.0347
0822,MURRUMUJUK,NT,,"Delivery Area",131.0427,-12.2716
0822,NAUIYU,NT,,"Delivery Area",130.7213,-13.7255
0822,NEMARLUK,NT,,"Delivery Area",130.1411,-14.0441
0822,NGANMARRIYANGA,NT,,"Delivery Area",129.8767,-14.3295
0822,NUMBULWAR,NT,,"Delivery Area",135.7421,-14.2722
0822,NUMBURINDI,NT,,"Delivery Area",135.8755,-13.8346
0822,OENPELLI,NT,,"Delivery Area",,
0822,PEPPIMENARTI,NT,,"Delivery Area",130.0792,-14.1478
0822,PIRLANGIMPI,NT,,"Delivery Area",130.4241,-11.3938
0822,"POINT STUART",NT,,"Delivery Area",131.8725,-12.5236
0822,PULARUMPI,NT,,"Delivery Area",,
0822,RAKULA,NT,,"Delivery Area",130.4447,-13.0219
0822,RAMINGINING,NT,,"Delivery Area",134.9369,-12.3309
0822,"ROBIN FALLS",NT,,"Delivery Area",131.1287,-13.3680
0822,"RUM JUNGLE",NT,,"Delivery Area",131.0295,-12.9946
0822,"SANDPALMS ROADHOUSE",NT,,"Delivery Area",,
0822,SOUTHPORT,NT,,"Delivery Area",130.9530,-12.7293
0822,STAPLETON,NT,,"Delivery Area",130.9991,-13.1920
0822,THAMARRURR,NT,,"Delivery Area",129.6372,-14.2392
0822,TIPPERARY,NT,,"Delivery Area",130.8270,-13.9480
0822,TIVENDALE,NT,,"Delivery Area",130.9493,-12.4678
0822,"TIWI ISLANDS",NT,,"Delivery Area",130.8225,-11.5153
0822,"TORTILLA FLATS",NT,,"Delivery Area",131.1717,-13.0978
0822,"TUMBLING WATERS",NT,,"Delivery Area",130.9625,-12.7551
0822,UMBAKUMBA,NT,,"Delivery Area",136.8052,-13.8613
0822,"VERNON ISLANDS",NT,,"Delivery Area",131.0862,-12.0664
0822,WADEYE,NT,,"Delivery Area",129.5162,-14.2478
0822,"WAGAIT BEACH",NT,,"Delivery Area",130.7452,-12.4360
0822,"WAK WAK",NT,,"Delivery Area",131.2521,-12.6663
0822,WARRUWI,NT,,"Delivery Area",133.3798,-11.6566
0822,WEDDELL,NT,,"Delivery Area",131.0025,-12.6172
0822,"WEST ARNHEM",NT,,"Delivery Area",133.6921,-12.0253
0822,WICKHAM,NT,,"Delivery Area",130.9238,-12.5487
0822,WINNELLIE,NT,"PO BAGS","Delivery Area",,
0822,WISHART,NT,,"Delivery Area",130.9347,-12.4569
0822,WURRUMIYANGA,NT,,"Delivery Area",130.6245,-11.7556
0828,BERRIMAH,NT,,"Delivery Area",130.9301,-12.4436
0828,"KNUCKEY LAGOON",NT,,"Delivery Area",130.9457,-12.4243
0829,HOLTZE,NT,,"Delivery Area",131.0081,-12.4554
0829,PINELANDS,NT,,"Delivery Area",130.9569,-12.4565
0830,ARCHER,NT,,"Delivery Area",130.9580,-12.5219
0830,DRIVER,NT,,"Delivery Area",130.9769,-12.4835
0830,DURACK,NT,,"Delivery Area",130.9728,-12.4725
0830,FARRAR,NT,,"Delivery Area",130.9967,-12.4798
0830,GRAY,NT,,"Delivery Area",130.9815,-12.4904
0830,"MARLOW LAGOON",NT,,"Delivery Area",130.9572,-12.4960
0830,MOULDEN,NT,,"Delivery Area",130.9743,-12.5060
0830,PALMERSTON,NT,,"Delivery Area",130.9852,-12.4801
0830,"SHOAL BAY",NT,,"Delivery Area",131.0535,-12.3658
0830,WOODROFFE,NT,,"Delivery Area",130.9807,-12.5032
0830,YARRAWONGA,NT,,"Delivery Area",130.9900,-12.4730
0831,PALMERSTON,NT,"PO BOXES","Post Office Boxes",,
0832,BAKEWELL,NT,,"Delivery Area",130.9929,-12.4966
0832,BELLAMACK,NT,,"Delivery Area",130.9830,-12.5154
0832,GUNN,NT,,"Delivery Area",130.9944,-12.4875
0832,JOHNSTON,NT,,"Delivery Area",131.0062,-12.4917
0832,MITCHELL,NT,,"Delivery Area",130.9974,-12.5303
0832,ROSEBERY,NT,,"Delivery Area",130.9912,-12.5085
0832,ZUCCOLI,NT,,"Delivery Area",131.0036,-12.5112
0834,VIRGINIA,NT,,"Delivery Area",131.0191,-12.5413
0835,"HOWARD SPRINGS",NT,,"Delivery Area",131.0621,-12.4672
0836,GIRRAWEEN,NT,,"Delivery Area",131.0962,-12.5255
0836,HERBERT,NT,,"Delivery Area",131.1595,-12.5256
0836,"HUMPTY DOO",NT,,"Delivery Area",131.1258,-12.5841
0837,MANTON,NT,,"Delivery Area",131.1900,-12.8131
0837,NOONAMAH,NT,,"Delivery Area",131.0915,-12.6427
0838,"BERRY SPRINGS",NT,,"Delivery Area",131.0047,-12.7220
0839,COOLALINGA,NT,,"Delivery Area",131.0418,-12.5212
0840,"DUNDEE BEACH",NT,,"Delivery Area",130.3579,-12.7325
0840,"DUNDEE DOWNS",NT,,"Delivery Area",130.5113,-12.7655
0840,"DUNDEE FOREST",NT,,"Delivery Area",130.4488,-12.7215
0841,"DARWIN RIVER",NT,,"Delivery Area",130.9640,-12.8160
0845,BATCHELOR,NT,,"Delivery Area",131.0467,-13.0870
0846,"ADELAIDE RIVER",NT,,"Delivery Area",131.1674,-13.1661
0847,"PINE CREEK",NT,,"Delivery Area",131.8261,-13.8235
0850,COSSACK,NT,,"Delivery Area",132.1764,-14.4620
0850,EMUNGALAN,NT,,"Delivery Area",132.2563,-14.4045
0850,KATHERINE,NT,,"Delivery Area",132.2700,-14.4496
0850,"KATHERINE EAST",NT,,"Delivery Area",132.2849,-14.4640
0850,"KATHERINE SOUTH",NT,,"Delivery Area",132.2621,-14.4750
0850,LANSDOWNE,NT,,"Delivery Area",132.3842,-14.4210
0851,KATHERINE,NT,"PO BOXES","Post Office Boxes",,
0852,ARNOLD,NT,,"Delivery Area",134.3834,-16.1407
0852,BAINES,NT,,"Delivery Area",129.6902,-15.9332
0852,BARUNGA,NT,,"Delivery Area",132.8669,-14.5287
0852,BESWICK,NT,,"Delivery Area",133.1168,-14.5571
0852,"BESWICK CREEK",NT,,"Delivery Area",133.0712,-14.4891
0852,BINJARI,NT,,"Delivery Area",132.1838,-14.5517
0852,BIRDUM,NT,,"Delivery Area",133.1512,-16.2320
0852,BRADSHAW,NT,,"Delivery Area",130.4835,-15.0753
0852,BUCHANAN,NT,,"Delivery Area",129.7154,-17.7056
0852,"BULMAN WEEMOL",NT,,"Delivery Area",134.3135,-13.6543
0852,CRESWELL,NT,,"Delivery Area",135.9124,-17.6905
0852,DAGURAGU,NT,,"Delivery Area",130.8050,-17.4199
0852,"DALY WATERS",NT,,"Delivery Area",133.3788,-16.2621
0852,DELAMERE,NT,,"Delivery Area",131.6032,-15.3295
0852,EDITH,NT,,"Delivery Area",131.9234,-14.0622
0852,ELSEY,NT,,"Delivery Area",133.3877,-15.1311
0852,FLORINA,NT,,"Delivery Area",131.9114,-14.5181
0852,"FLYING FOX",NT,,"Delivery Area",134.1211,-14.3930
0852,GREGORY,NT,,"Delivery Area",130.3543,-16.2852
0852,"GULUNG MARDRULK",NT,,"Delivery Area",133.5772,-13.5632
0852,GURINDJI,NT,,"Delivery Area",131.1409,-18.1560
0852,"HELEN SPRINGS STATION",NT,,"Delivery Area",,
0852,JILKMINGGAN,NT,,"Delivery Area",133.2946,-14.9617
0852,KALKARINDJI,NT,,"Delivery Area",130.8333,-17.4483
0852,KATHERINE,NT,"PO BAGS","Delivery Area",,
0852,LAJAMANU,NT,,"Delivery Area",130.5077,-18.4565
0852,LARRIMAH,NT,,"Delivery Area",133.2212,-15.6072
0852,LIMMEN,NT,,"Delivery Area",134.9248,-15.2588
0852,MANBULLOO,NT,,"Delivery Area",132.2483,-14.8090
0852,MARANBOY,NT,,"Delivery Area",,
0852,MATARANKA,NT,,"Delivery Area",133.0438,-14.9549
0852,MCARTHUR,NT,,"Delivery Area",136.0681,-16.1721
0852,MINIYERI,NT,,"Delivery Area",134.0832,-15.2277
0852,NGUKURR,NT,,"Delivery Area",134.7432,-14.7329
0852,NITMILUK,NT,,"Delivery Area",132.6256,-14.1557
0852,"NUTWOOD DOWNS",NT,,"Delivery Area",,
0852,"PELLEW ISLANDS",NT,,"Delivery Area",136.8164,-15.6790
0852,"PIGEON HOLE",NT,,"Delivery Area",131.2151,-16.7951
0852,"ROBINSON RIVER",NT,,"Delivery Area",136.9808,-16.7594
0852,"STURT PLATEAU",NT,,"Delivery Area",132.6536,-15.6250
0852,"TANAMI EAST",NT,,"Delivery Area",132.8084,-18.4297
0852,"TIMBER CREEK",NT,,"Delivery Area",130.4926,-15.6540
0852,"TOP SPRINGS",NT,,"Delivery Area",131.7996,-16.5484
0852,URALLA,NT,,"Delivery Area",132.2971,-14.4879
0852,VENN,NT,,"Delivery Area",132.5590,-14.5481
0852,"VICTORIA RIVER",NT,,"Delivery Area",131.5193,-16.6387
0852,WARUMUNGU,NT,,"Delivery Area",133.8357,-20.1379
0852,WILTON,NT,,"Delivery Area",134.8941,-14.4088
0852,YARRALIN,NT,,"Delivery Area",130.8399,-16.4403
0853,TINDAL,NT,,"Delivery Area",132.3802,-14.5258
0854,BORROLOOLA,NT,,"Delivery Area",136.3086,-16.0711
0860,"TENNANT CREEK",NT,,"Delivery Area",134.1917,-19.6590
0861,"TENNANT CREEK",NT,"PO BOXES","Post Office Boxes",,
0862,CALVERT,NT,,"Delivery Area",137.2982,-16.8022
0862,ELLIOTT,NT,,"Delivery Area",133.5422,-17.5524
0862,"NEWCASTLE WATERS",NT,,"Delivery Area",133.3991,-17.3660
0862,NICHOLSON,NT,,"Delivery Area",137.2185,-18.5038
0862,PAMAYU,NT,,"Delivery Area",133.9040,-17.6013
0862,TABLELANDS,NT,,"Delivery Area",135.2059,-19.0264
0862,"TENNANT CREEK",NT,"PO BAGS","Delivery Area",,
0870,"ALICE SPRINGS",NT,,"Delivery Area",133.8801,-23.6982
0870,ARALUEN,NT,,"Delivery Area",133.8520,-23.6970
0870,BRAITLING,NT,,"Delivery Area",133.8634,-23.6743
0870,CICCONE,NT,,"Delivery Area",133.8697,-23.6922
0870,"DESERT SPRINGS",NT,,"Delivery Area",133.8882,-23.7122
0870,"EAST SIDE",NT,,"Delivery Area",133.8961,-23.6921
0870,GILLEN,NT,,"Delivery Area",133.8660,-23.7108
0870,SADADEEN,NT,,"Delivery Area",133.9001,-23.7025
0870,STUART,NT,,"Delivery Area",133.8787,-23.6763
0870,"THE GAP",NT,,"Delivery Area",133.8734,-23.7152
0870,"WHITE GUMS",NT,,"Delivery Area",133.7565,-23.7503
0871,"ALICE SPRINGS",NT,"PO BOXES","Post Office Boxes",,
0872,"ALI CURUNG",NT,,"Delivery Area",134.3212,-21.0241
0872,"ALICE SPRINGS",NT,"PO BAGS","Delivery Area",,
0872,AMATA,SA,,"Delivery Area",131.1741,-26.1290
0872,AMPILATWATJA,NT,,"Delivery Area",135.2424,-21.6649
0872,"ANANGU PITJANTJATJARA YANKUNYTJATJARA",SA,,"Delivery Area",131.3200,-27.0579
0872,ANATYE,NT,,"Delivery Area",136.9890,-23.0640
0872,ANMATJERE,NT,,"Delivery Area",133.3177,-22.1069
0872,AREYONGA,NT,,"Delivery Area",132.2716,-24.0855
0872,ATITJERE,NT,,"Delivery Area",134.9325,-22.9820
0872,"AYERS RANGE SOUTH",SA,,"Delivery Area",133.2835,-26.1909
0872,"BARROW CREEK",NT,,"Delivery Area",,
0872,"BURT PLAIN",NT,,"Delivery Area",133.4735,-23.3892
0872,"CANTEEN CREEK",NT,,"Delivery Area",135.5868,-20.6371
0872,"CHILLA WELL",NT,,"Delivery Area",131.4272,-21.4583
0872,COSTELLO,NT,,"Delivery Area",136.9878,-20.9202
0872,DAVENPORT,NT,,"Delivery Area",134.9195,-20.8961
0872,"DE ROSE HILL",SA,,"Delivery Area",133.3228,-26.5342
0872,ENGAWALA,NT,,"Delivery Area",134.4575,-22.8043
0872,"ERNABELLA (PUKATJA)",SA,,"Delivery Area",,
0872,FINKE,NT,,"Delivery Area",134.5757,-25.5727
0872,GHAN,NT,,"Delivery Area",134.1738,-25.0668
0872,"GIBSON DESERT NORTH",WA,,"Delivery Area",126.9092,-22.2842
0872,"GIBSON DESERT SOUTH",WA,,"Delivery Area",126.2419,-25.0968
0872,"HAASTS BLUFF",NT,,"Delivery Area",131.8642,-23.4522
0872,HALE,NT,,"Delivery Area",135.2852,-24.0477
0872,HART,NT,,"Delivery Area",135.1424,-23.0351
0872,HERMANNSBURG,NT,,"Delivery Area",132.7979,-23.9347
0872,HUGH,NT,,"Delivery Area",133.6100,-24.1122
0872,IMANPA,NT,,"Delivery Area",132.5682,-25.1184
0872,"INDULKANA (IWANTJA)",SA,,"Delivery Area",,
0872,"ININTI STORE",NT,,"Delivery Area",,
0872,IRRUNYTJU,WA,,"Delivery Area",128.9255,-26.0621
0872,IWANTJA,SA,,"Delivery Area",133.3082,-26.9774
0872,KALKA,SA,,"Delivery Area",129.1526,-26.1142
0872,KALTJITI,SA,,"Delivery Area",132.0299,-26.7688
0872,KALTUKATJARA,NT,,"Delivery Area",129.0962,-24.8774
0872,KANPA,WA,,"Delivery Area",125.6165,-26.5308
0872,KANPI,SA,,"Delivery Area",130.1157,-26.1640
0872,KINTORE,NT,,"Delivery Area",129.3844,-23.2736
0872,KIWIRRKURRA,WA,,"Delivery Area",,
0872,KULGERA,NT,,"Delivery Area",,
0872,KUNPARRKA,NT,,"Delivery Area",131.6362,-23.3369
0872,"LAKE MACKAY",NT,,"Delivery Area",129.8294,-22.5680
0872,LAMBINA,SA,,"Delivery Area",134.0460,-26.9979
0872,LARAMBA,NT,,"Delivery Area",132.7616,-22.5410
0872,"MACDONNELL RANGE",NT,,"Delivery Area",,
0872,MANTAMARU,WA,,"Delivery Area",127.6841,-25.8447
0872,MEREENIE,NT,,"Delivery Area",131.8261,-23.8942
0872,MIMILI,SA,,"Delivery Area",132.6986,-27.0244
0872,"MOUNT LIEBIG",NT,,"Delivery Area",131.2776,-23.2680
0872,"MOUNT ZEIL",NT,,"Delivery Area",132.4438,-23.2820
0872,MURPUTJA,SA,,"Delivery Area",130.1818,-26.1633
0872,MUTITJULU,NT,,"Delivery Area",131.0673,-25.3506
0872,NAMATJIRA,NT,,"Delivery Area",132.7305,-23.9926
0872,"NAPPERBY STATION",NT,,"Delivery Area",,
0872,NGAANYATJARRA-GILES,WA,,"Delivery Area",127.9193,-25.0943
0872,NYAPARI,SA,,"Delivery Area",130.2061,-26.1828
0872,NYIRRIPI,NT,,"Delivery Area",130.5657,-22.6469
0872,PAPULANKUTJA,WA,,"Delivery Area",128.2805,-25.9975
0872,PAPUNYA,NT,,"Delivery Area",131.9123,-23.2027
0872,PATJARR,WA,,"Delivery Area",126.3050,-24.6224
0872,PETERMANN,NT,,"Delivery Area",130.7221,-25.0669
0872,PIPALYATJARA,SA,,"Delivery Area",129.1435,-26.1745
0872,PUKATJA,SA,,"Delivery Area",132.1433,-26.2882
0872,SANDOVER,NT,,"Delivery Area",135.5299,-21.9824
0872,"SANTA TERESA",NT,,"Delivery Area",134.4536,-23.9972
0872,SIMPSON,NT,,"Delivery Area",136.7003,-24.9424
0872,TANAMI,NT,,"Delivery Area",130.5127,-19.8408
0872,TARA,NT,,"Delivery Area",133.9988,-21.4859
0872,"TELEGRAPH STATION",NT,,"Delivery Area",,
0872,"TI TREE",NT,,"Delivery Area",133.4139,-22.1338
0872,TIEYON,SA,,"Delivery Area",133.8671,-26.3585
0872,TITJIKALA,NT,,"Delivery Area",134.0750,-24.6789
0872,TJIRRKARLI,WA,,"Delivery Area",125.3612,-25.9660
0872,TJUKURLA,WA,,"Delivery Area",128.7284,-24.3617
0872,UMUWA,SA,,"Delivery Area",132.0255,-26.4789
0872,"WALLACE ROCKHOLE",NT,,"Delivery Area",133.0922,-24.1228
0872,WANARN,WA,,"Delivery Area",127.5726,-25.2027
0872,WARAKURNA,WA,,"Delivery Area",128.2837,-25.0089
0872,WATARRU,SA,,"Delivery Area",129.9038,-27.0257
0872,WATINUMA,SA,,"Delivery Area",131.8809,-26.5212
0872,WILLOWRA,NT,,"Delivery Area",132.6207,-21.2642
0872,WILORA,NT,,"Delivery Area",133.7265,-21.7444
0872,WINGELLINA,WA,,"Delivery Area",,
0872,WUTUNUGURRA,NT,,"Delivery Area",135.2504,-20.4623
0872,YUELAMU,NT,,"Delivery Area",132.2035,-22.2653
0872,YUENDUMU,NT,,"Delivery Area",131.7908,-22.2587
0872,YULARA,NT,,"Delivery Area",130.9700,-25.2069
0872,YUNYARINYI,SA,,"Delivery Area",132.4512,-26.3210
0873,AMOONGUNA,NT,,"Delivery Area",133.9302,-23.7683
0873,ARUMBERA,NT,,"Delivery Area",133.8088,-23.7800
0873,CONNELLAN,NT,,"Delivery Area",133.9061,-23.7951
0873,"HEAVITREE GAP CPA",NT,"PO BOXES","Delivery Area",,
0873,ILPARPA,NT,,"Delivery Area",133.8277,-23.7449
0873,KILGARIFF,NT,,"Delivery Area",133.8817,-23.7726
0873,ROSS,NT,,"Delivery Area",133.9082,-23.7462
0874,IRLPME,NT,,"Delivery Area",133.8652,-23.6476
0874,"MOUNT JOHNS",NT,,"Delivery Area",133.9056,-23.7230
0874,UNDOOLYA,NT,,"Delivery Area",133.9187,-23.6871
0875,FLYNN,NT,,"Delivery Area",133.8330,-23.7119
0875,LARAPINTA,NT,,"Delivery Area",133.8325,-23.6817
0880,GAPUWIYAK,NT,,"Delivery Area",135.7962,-12.5034
0880,GUNYANGARA,NT,,"Delivery Area",136.7041,-12.2235
0880,NHULUNBUY,NT,,"Delivery Area",136.7632,-12.2038
0880,YIRRKALA,NT,,"Delivery Area",136.8773,-12.2461
0881,NHULUNBUY,NT,"PO BOXES","Post Office Boxes",,
0885,ALYANGULA,NT,,"Delivery Area",136.4207,-13.8522
0886,JABIRU,NT,,"Delivery Area",132.8372,-12.6699
0906,WINNELLIE,NT,,LVR,,
0907,WINNELLIE,NT,,LVR,,
0909,"CHARLES DARWIN UNIVERSITY",NT,,LVR,,
1100,SYDNEY,NSW,"PO BOXES",LVR,,
1215,"AUSTRALIA SQUARE",NSW,"PO BOXES","Post Office Boxes",,
1220,"GROSVENOR PLACE",NSW,"PO BOXES","Post Office Boxes",,
1225,"ROYAL EXCHANGE",NSW,"PO BOXES","Post Office Boxes",,
1230,"QUEEN VICTORIA BUILDING",NSW,"PO BOXES","Post Office Boxes",,
1231,"SYDNEY SOUTH",NSW,"SYDNEY WATER",LVR,,
1235,"SYDNEY SOUTH",NSW,"PO BOXES","Post Office Boxes",,
1239,HAYMARKET,NSW,"PO BOXES",LVR,,
1240,HAYMARKET,NSW,"PO BOXES","Post Office Boxes",,
1291,SYDNEY,NSW,"PO BOXES",LVR,,
1300,DARLINGHURST,NSW,"PO BOXES","Post Office Boxes",,
1335,"POTTS POINT",NSW,"PO BOXES","Post Office Boxes",,
1340,"KINGS CROSS",NSW,"PO BOXES","Post Office Boxes",,
1350,WOOLLAHRA,NSW,"PO BOXES","Post Office Boxes",,
1355,"BONDI JUNCTION",NSW,"PO BOXES","Post Office Boxes",,
1360,"DOUBLE BAY",NSW,"PO BOXES","Post Office Boxes",,
1405,CHULLORA,NSW,"PO BOXES","Post Office Boxes",,
1435,ALEXANDRIA,NSW,"PO BOXES","Post Office Boxes",,
1445,ROSEBERY,NSW,"PO BOXES","Post Office Boxes",,
1450,CAMPERDOWN,NSW,"PO BOXES","Post Office Boxes",,
1455,BOTANY,NSW,"PO BOXES","Post Office Boxes",,
1460,MASCOT,NSW,"PO BOXES","Post Office Boxes",,
1465,KENSINGTON,NSW,"PO BOXES","Post Office Boxes",,
1466,"UNSW SYDNEY",NSW,"PO BOXES","Post Office Boxes",,
1470,DRUMMOYNE,NSW,"PO BOXES","Post Office Boxes",,
1475,MARRICKVILLE,NSW,"PO BOXES","Post Office Boxes",,
1480,KINGSGROVE,NSW,"PO BOXES","Post Office Boxes",,
1481,"HURSTVILLE BC",NSW,"PO BOXES","Post Office Boxes",,
1485,KOGARAH,NSW,"PO BOXES","Post Office Boxes",,
1490,MIRANDA,NSW,"PO BOXES","Post Office Boxes",,
1495,CARINGBAH,NSW,"PO BOXES","Post Office Boxes",,
1499,SUTHERLAND,NSW,"PO BOXES","Post Office Boxes",,
